[2024-09-16 16:23:26:657][background-preinit] INFO  o.h.validator.internal.util.Version[21] - HV000001: Hibernate Validator 8.0.1.Final
[2024-09-16 16:23:36:10328][RMI TCP Connection(2)-127.0.0.1] INFO  o.s.web.servlet.DispatcherServlet[532] - Initializing Servlet 'dispatcherServlet'
[2024-09-16 16:23:36:10330][RMI TCP Connection(2)-127.0.0.1] INFO  o.s.web.servlet.DispatcherServlet[554] - Completed initialization in 2 ms
[2024-09-16 16:23:38:11750][http-nio-8080-exec-1] ERROR inha.git.utils.jwt.JwtProvider[52] - JWT 서명이 유효하지 않습니다.
[2024-09-16 16:23:38:11751][http-nio-8080-exec-1] ERROR i.g.u.jwt.JwtAuthenticationFilter[82] - JWT 인증 실패: null
[2024-09-16 16:23:49:23509][http-nio-8080-exec-2] ERROR inha.git.utils.jwt.JwtProvider[52] - JWT 서명이 유효하지 않습니다.
[2024-09-16 16:23:49:23513][http-nio-8080-exec-2] ERROR i.g.u.jwt.JwtAuthenticationFilter[82] - JWT 인증 실패: null
[2024-09-16 16:24:00:34189][http-nio-8080-exec-4] ERROR inha.git.utils.jwt.JwtProvider[52] - JWT 서명이 유효하지 않습니다.
[2024-09-16 16:24:00:34189][http-nio-8080-exec-4] ERROR i.g.u.jwt.JwtAuthenticationFilter[82] - JWT 인증 실패: null
[2024-09-16 16:24:33:67619][SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean[650] - Closing JPA EntityManagerFactory for persistence unit 'default'
[2024-09-16 16:24:33:67622][SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource[349] - HikariPool-1 - Shutdown initiated...
[2024-09-16 16:24:33:67625][SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource[351] - HikariPool-1 - Shutdown completed.
